date,progyear,name,bnp,al,kpi,ranta,kpif,fso,u_def,p_def
2009-09-03,2010,RB,"1,90","10,80","1,20","0,52","1,60",,EU,KPIF
2009-10-22,2010,RB,"2,50","10,30","0,90","0,52","1,30",,EU,KPIF
2009-12-16,2010,RB,"2,70","10,10","0,80","0,52","1,20",,EU,KPIF
2010-02-11,2011,RB,"3,40","9,40","2,90","2,60","1,40",,EU,KPIF
2010-04-20,2011,RB,"3,70","8,80","2,10","2,60","1,30",,EU,KPIF
2010-07-01,2011,RB,"3,60","8,50","2,00","2,53","1,40",,EU,KPIF
2010-09-02,2011,RB,"3,50","7,90","1,90","2,53","1,30",,EU,KPIF
2010-10-26,2011,RB,"3,80","7,60","1,70","2,13","1,30",,EU,KPIF
2010-12-15,2011,RB,"4,40","7,50","2,20","2,14","1,70",,EU,KPIF
2011-02-01,2012,RB,"2,40","6,80","2,10","3,14","1,50",,EU,KPIF
2011-04-01,2012,RB,"2,30","6,70","2,80","3,14","1,70",,EU,KPIF
2011-07-01,2012,RB,"2,20","6,70","2,70","3,14","1,70",,EU,KPIF
2011-09-01,2012,RB,"1,70","7,20","2,10","2,65","1,50",,EU,KPIF
2011-10-20,2012,RB,"1,50","7,20","1,90","2,41","1,30",,EU,KPIF
2011-12-20,2012,RB,"1,30","7,50","1,50","1,78","1,20",,EU,KPIF
2012-02-16,2013,RB,"2,10","7,70","1,90","2,09","1,70",,EU,KPIF
2012-04-18,2013,RB,"1,90","7,70","1,90","2,09","1,70",,EU,KPIF
2012-07-04,2013,RB,"1,70","7,70","1,70","1,89","1,70",,EU,KPIF
2012-09-06,2013,RB,"1,90","7,60","1,30","1,66","1,60",,EU,KPIF
2012-10-25,2013,RB,"1,80","7,90","0,70","1,40","1,10",,EU,KPIF
2012-12-18,2013,RB,"1,20","8,10","0,30","1,16","0,90",,EU,KPIF
2013-02-13,2014,RB,"2,70","7,80","2,10","1,89","1,80",,EU,KPIF
2013-04-17,2014,RB,"2,70","7,80","1,40","1,42","1,40",,EU,KPIF
2013-07-03,2014,RB,"2,80","8,10","1,30","1,42","1,40",,EU,KPIF
2013-09-05,2014,RB,"2,70","7,90","1,30","1,42","1,40",,EU,KPIF
2013-10-24,2014,RB,"2,60","7,80","1,20","1,35","1,30",,EU,KPIF
2013-12-17,2014,RB,"2,50","7,80","0,60","0,71","1,00",,EU,KPIF
2014-02-13,2015,RB,"3,60","7,20","2,50","2,03","1,80",,EU,KPIF
2014-04-09,2015,RB,"3,20","7,30","2,20","1,86","1,70",,EU,KPIF
2014-07-03,2015,RB,"3,30","7,30","1,30","0,63","1,60",,EU,KPIF
2014-09-04,2015,RB,"3,00","7,30","1,30","0,63","1,70",,EU,KPIF
2014-10-28,2015,RB,"2,70","7,40","0,40","0,00","1,20",,EU,KPIF
2014-12-16,2015,RB,"2,60","7,50","0,30","0,00","1,00",,EU,KPIF
1994-04-01,1994,SEB,"2,30","8,50","1,90",,,,OPEN,KPIZZZ
1994-10-01,1994,SEB,"2,20","8,10","2,30",,,,OPEN,KPIZZZ
1995-02-01,1995,SEB,"2,20","7,50","3,20",,,,OPEN,KPIZZZ
1995-06-01,1995,SEB,"2,20","7,50","3,20",,,,OPEN,KPIZZZ
1995-11-01,1995,SEB,"3,80","7,70","2,90",,,,OPEN,KPIZZZ
1996-03-01,1996,SEB,"1,30","7,50","2,00",,,,OPEN,KPIZZZ
1996-05-01,1996,SEB,"1,10","7,50","1,80",,,,OPEN,KPIZZZ
1996-10-01,1996,SEB,"1,80","7,70","0,80",,,,OPEN,KPIZZZ
1997-03-01,1997,SEB,"2,10","7,50","0,80",,,,OPEN,KPIZZZ
1997-10-01,1997,SEB,"2,20","8,10","1,00",,,,OPEN,KPIZZZ
1998-03-01,1998,SEB,"2,70","6,90","1,30",,,,OPEN,KPIZZZ
1998-05-01,1998,SEB,"3,30","6,50","0,60",,,,OPEN,KPIZZZ
1998-09-01,1998,SEB,"3,00","6,50","0,60",,,,OPEN,KPIZZZ
1998-11-01,1998,SEB,"3,00","6,60","0,40",,,,OPEN,KPIZZZ
1999-02-01,1999,SEB,"2,40","6,20","0,50",,,,OPEN,KPIZZZ
1999-05-01,1999,SEB,"3,10","5,90","0,50",,,,OPEN,KPIZZZ
1999-09-01,1999,SEB,"4,00","5,50","0,40",,,,OPEN,KPIZZZ
1999-12-01,1999,SEB,"4,00","5,50","0,30",,,,OPEN,KPIZZZ
2000-02-01,2000,SEB,"4,50","4,80","2,20",,,,OPEN,KPIZZZ
2000-05-01,2000,SEB,"4,50","4,80","1,60",,,,OPEN,KPIZZZ
2000-09-01,2000,SEB,"4,20","4,70","1,30",,,,OPEN,KPIZZZ
2000-12-01,2000,SEB,"4,00","4,70","1,30",,,,OPEN,KPIZZZ
2001-03-01,2001,SEB,"3,00","4,10","1,70",,,,OPEN,KPIZZZ
2001-05-01,2001,SEB,"2,20","4,10","2,50",,,,OPEN,KPIZZZ
2001-09-01,2001,SEB,"1,50","4,10","2,60",,,,OPEN,KPIZZZ
2001-11-01,2001,SEB,"1,20","4,00","2,60",,,,OPEN,KPIZZZ
2002-03-01,2002,SEB,"1,50","4,40","2,40",,,,OPEN,KPIZZZ
2002-05-01,2002,SEB,"1,50","4,20","2,60",,,,OPEN,KPIZZZ
2002-09-01,2002,SEB,"1,80","4,00","2,50",,,,OPEN,KPIZZZ
2002-11-01,2002,SEB,"1,60","4,00","2,40",,,,OPEN,KPIZZZ
2003-02-01,2003,SEB,"1,40","4,60","2,60",,"2,60",,OPEN,KPIX
2003-05-01,2003,SEB,"1,10","4,60","2,50",,"2,60",,OPEN,KPIX
2003-09-01,2003,SEB,"1,50","4,70","2,20",,"2,40",,OPEN,KPIX
2003-11-01,2003,SEB,"1,40","4,80","2,10",,"2,30",,OPEN,KPIX
2004-02-01,2004,SEB,"2,30","5,60","0,80",,"1,00",,OPEN,KPIX
2004-05-01,2004,SEB,"3,00","5,70","0,70",,"1,00",,OPEN,KPIX
2004-08-01,2004,SEB,"3,40","5,60","0,60",,"1,00",,OPEN,KPIX
2004-11-01,2004,SEB,"3,50","5,60","0,50",,"1,00",,OPEN,KPIX
2005-02-01,2005,SEB,"3,00","5,10","0,50",,"0,70",,OPEN,KPIX
2005-05-01,2005,SEB,"2,60","5,20","0,20",,"0,50",,OPEN,KPIX
2005-08-01,2005,SEB,"2,30","5,90","0,40",,"0,80",,OPEN,KPIX
2005-11-01,2005,SEB,"2,50","5,90","0,40",,"0,80",,OPEN,KPIX
2006-02-08,2006,SEB,"3,30","5,20","1,70","2,50","1,40",,OPEN,KPIX
2006-05-09,2006,SEB,"3,50","5,40","1,40","2,50","1,30",,OPEN,KPIX
2006-08-28,2006,SEB,"4,20","5,40","1,50","3,25","1,30",,OPEN,KPIX
2006-11-21,2006,SEB,"4,20","5,40","1,40","3,00","1,20",,OPEN,KPIX
2007-02-06,2007,SEB,"3,50","5,00","1,50","4,00","0,70",,OPEN,KPIX
2007-05-07,2007,SEB,"4,00","4,50","2,00","4,00","1,10",,OPEN,KPIX
2007-08-29,2007,SEB,"3,50","4,30","2,10","4,00","1,10",,OPEN,KPIX
2007-11-27,2007,SEB,"3,10","4,60","2,20","4,00","1,20",,OPEN,KPIX
2008-02-05,2008,SEB,"2,10","5,90","3,40","3,25","2,60",,ILO,KPIX
2008-05-08,2008,SEB,"2,40","5,80","3,40","4,00","2,50",,ILO,KPIX
2008-08-26,2008,SEB,"1,70","5,90","3,90","4,80","2,80",,ILO,KPIX
2008-11-25,2008,SEB,"1,10","6,10","3,60","3,00","2,50",,ILO,KPIX
2009-02-17,2009,SEB,"-2,40","8,60","-0,70","0,00","1,20",,ILO,KPIX
2009-05-12,2009,SEB,"-5,00","8,90","-0,60","0,25","1,60",,ILO,KPIF
2009-09-01,2009,SEB,"-5,00","8,40","-0,20","0,25","2,00",,ILO,KPIF
2009-11-24,2009,SEB,"-4,30","8,30","-0,30","0,25","1,30",,ILO,KPIF
2010-02-16,2010,SEB,"3,10","9,30","1,30","1,50","1,70",,EU,KPIF
2010-05-04,2010,SEB,"3,00","8,90","1,20","1,25","2,00",,EU,KPIF
2010-08-31,2010,SEB,"4,70","8,50","1,20","1,25","2,00",,EU,KPIF
2010-11-24,2010,SEB,"5,00","8,40","1,20","1,25","2,00",,EU,KPIF
2011-02-01,2011,SEB,"4,70","7,30","2,70","2,75","1,70",,EU,KPIF
2011-05-01,2011,SEB,"4,70","7,20","3,30","2,75","1,80",,EU,KPIF
2011-08-01,2011,SEB,"4,30","7,40","3,10","2,25","1,50",,EU,KPIF
2011-11-01,2011,SEB,"4,30","7,40","3,00","2,00","1,40",,EU,KPIF
2012-02-14,2012,SEB,"0,50","7,60","1,30","1,00","1,20",,EU,KPIF
2012-05-08,2012,SEB,"0,70","7,50","1,20","1,25","1,20",,EU,KPIF
2012-08-28,2012,SEB,"1,30","7,50","1,10","1,00","1,10",,EU,KPIF
2012-11-20,2012,SEB,"0,70","7,60","0,90","1,00","1,00",,EU,KPIF
2013-02-12,2013,SEB,"1,20","8,20","0,10","0,80","1,10",,EU,KPIF
2013-05-21,2013,SEB,"1,30","8,20","-0,10","0,80","0,90",,EU,KPIF
2013-08-27,2013,SEB,"1,20","8,10","0,00","1,00","0,90",,EU,KPIF
2013-11-26,2013,SEB,"0,70","8,00","0,00","0,80","0,90",,EU,KPIF
2014-02-11,2014,SEB,"2,50","7,70","0,40","0,75","0,90",,EU,KPIF
2014-05-13,2014,SEB,"2,70","7,90","-0,10","0,25","0,50",,EU,KPIF
2014-08-26,2014,SEB,"2,10","7,90","-0,10","0,15","0,60",,EU,KPIF
2014-11-25,2014,SEB,"2,10","8,00","-0,20","0,00","0,50",,EU,KPIF
1994-04-01,1995,SEB,"2,30","8,10","2,70",,,,OPEN,KPIZZZ
1994-10-01,1995,SEB,"2,70","7,80","3,80",,,,OPEN,KPIZZZ
1995-02-01,1996,SEB,"2,00","6,50","4,40",,,,OPEN,KPIZZZ
1995-06-01,1996,SEB,"2,10","6,70","3,60",,,,OPEN,KPIZZZ
1995-11-01,1996,SEB,"2,40","6,70","2,80",,,,OPEN,KPIZZZ
1996-03-01,1997,SEB,"1,70","7,30","2,30",,,,OPEN,KPIZZZ
1996-05-01,1997,SEB,"1,90","7,30","2,00",,,,OPEN,KPIZZZ
1996-10-01,1997,SEB,"2,30","7,60","1,80",,,,OPEN,KPIZZZ
1997-03-01,1998,SEB,"2,50","6,30","2,00",,,,OPEN,KPIZZZ
1997-10-01,1998,SEB,"3,30","7,10","2,00",,,,OPEN,KPIZZZ
1998-03-01,1999,SEB,"2,90","6,30","2,00",,,,OPEN,KPIZZZ
1998-05-01,1999,SEB,"3,40","5,80","1,50",,,,OPEN,KPIZZZ
1998-09-01,1999,SEB,"2,90","5,80","1,20",,,,OPEN,KPIZZZ
1998-11-01,1999,SEB,"2,40","6,10","1,00",,,,OPEN,KPIZZZ
1999-02-01,2000,SEB,"2,90","5,90","1,50",,,,OPEN,KPIZZZ
1999-05-01,2000,SEB,"3,60","5,50","2,00",,,,OPEN,KPIZZZ
1999-09-01,2000,SEB,"3,80","5,00","1,90",,,,OPEN,KPIZZZ
1999-12-01,2000,SEB,"4,10","4,80","2,20",,,,OPEN,KPIZZZ
2000-02-01,2001,SEB,"3,20","4,10","3,00",,,,OPEN,KPIZZZ
2000-05-01,2001,SEB,"3,40","4,00","2,80",,,,OPEN,KPIZZZ
2000-09-01,2001,SEB,"3,50","4,20","2,30",,,,OPEN,KPIZZZ
2000-12-01,2001,SEB,"3,60","4,20","2,20",,,,OPEN,KPIZZZ
2001-03-01,2002,SEB,"2,80","3,70","1,90",,,,OPEN,KPIZZZ
2001-05-01,2002,SEB,"2,60","4,00","2,00",,,,OPEN,KPIZZZ
2001-09-01,2002,SEB,"2,00","4,40","2,10",,,,OPEN,KPIZZZ
2001-11-01,2002,SEB,"1,50","4,70","2,00",,,,OPEN,KPIZZZ
2002-03-01,2003,SEB,"3,00","4,20","2,60",,,,OPEN,KPIZZZ
2002-05-01,2003,SEB,"2,50","4,10","2,80",,,,OPEN,KPIZZZ
2002-09-01,2003,SEB,"2,00","4,30","2,40",,,,OPEN,KPIZZZ
2002-11-01,2003,SEB,"1,80","4,40","2,30",,,,OPEN,KPIZZZ
2003-02-01,2004,SEB,"2,10","4,60","1,60",,"1,50",,OPEN,KPIX
2003-05-01,2004,SEB,"2,20","4,60","1,50",,"1,30",,OPEN,KPIX
2003-09-01,2004,SEB,"2,10","4,70","1,40",,"1,30",,OPEN,KPIX
2003-11-01,2004,SEB,"2,10","5,00","1,40",,"1,20",,OPEN,KPIX
2004-02-01,2005,SEB,"2,50","5,40","1,80",,"1,40",,OPEN,KPIX
2004-05-01,2005,SEB,"2,60","5,50","1,70",,"1,30",,OPEN,KPIX
2004-08-01,2005,SEB,"3,20","5,30","1,70",,"1,40",,OPEN,KPIX
2004-11-01,2005,SEB,"2,90","5,30","1,20",,"1,10",,OPEN,KPIX
2005-02-01,2006,SEB,"2,70","4,60","1,80",,"1,50",,OPEN,KPIX
2005-05-01,2006,SEB,"2,50","4,70","1,10",,"1,10",,OPEN,KPIX
2005-08-01,2006,SEB,"2,90","5,20","1,30",,"1,30",,OPEN,KPIX
2005-11-01,2006,SEB,"3,30","5,10","1,40",,"1,20",,OPEN,KPIX
2006-02-08,2007,SEB,"3,00","5,00","1,90","3,25","1,60",,OPEN,KPIX
2006-05-09,2007,SEB,"3,00","5,10","1,80","3,25","1,50",,OPEN,KPIX
2006-08-28,2007,SEB,"3,20","4,80","2,30","4,00","1,70",,OPEN,KPIX
2006-11-21,2007,SEB,"3,40","5,20","1,90","4,00","1,10",,OPEN,KPIX
2007-02-06,2008,SEB,"2,90","6,00","2,40","4,50","1,80",,ILO,KPIX
2007-05-07,2008,SEB,"3,40","5,50","2,20","4,80","1,70",,ILO,KPIX
2007-08-29,2008,SEB,"3,20","5,20","2,40","4,50","1,80",,ILO,KPIX
2007-11-27,2008,SEB,"2,50","5,60","3,10","3,75","2,30",,ILO,KPIX
2008-02-05,2009,SEB,"1,60","6,90","2,00","3,00","1,90",,ILO,KPIX
2008-05-08,2009,SEB,"1,20","6,90","2,60","3,25","2,30",,ILO,KPIX
2008-08-26,2009,SEB,"0,70","7,20","3,20","3,50","2,50",,ILO,KPIX
2008-11-25,2009,SEB,"-1,40","8,20","1,20","1,50","1,30",,ILO,KPIX
2009-02-17,2010,SEB,"0,40","10,20","0,40","0,00","0,70",,ILO,KPIX
2009-05-12,2010,SEB,"-0,10","9,30","0,50","0,25","1,00",,ILO,KPIF
2009-09-01,2010,SEB,"2,00","8,30","1,60","2,00","1,40",,ILO,KPIF
2009-11-24,2010,SEB,"2,80","9,80","1,20","2,00","1,30",,ILO,KPIF
2010-02-16,2011,SEB,"2,70","9,20","2,40","3,00","1,10",,EU,KPIF
2010-05-04,2011,SEB,"2,70","8,80","1,90","2,75","1,00",,EU,KPIF
2010-08-31,2011,SEB,"2,90","7,80","1,70","2,25","1,10",,EU,KPIF
2010-11-24,2011,SEB,"3,50","7,50","2,00","2,25","2,40",,EU,KPIF
2011-02-01,2012,SEB,"2,60","6,60","2,40","3,75","1,50",,EU,KPIF
2011-05-01,2012,SEB,"2,60","6,30","2,50","3,75","1,80",,EU,KPIF
2011-08-01,2012,SEB,"1,40","7,10","2,10","2,25","1,70",,EU,KPIF
2011-11-01,2012,SEB,"0,70","7,40","1,10","1,25","1,20",,EU,KPIF
2012-02-14,2013,SEB,"1,70","8,00","1,20","1,00","1,40",,EU,KPIF
2012-05-08,2013,SEB,"1,90","7,90","1,20","1,25","1,40",,EU,KPIF
2012-08-28,2013,SEB,"1,50","7,80","0,80","1,00","1,30",,EU,KPIF
2012-11-20,2013,SEB,"1,30","8,20","0,10","0,75","1,10",,EU,KPIF
2013-02-12,2014,SEB,"2,50","8,20","1,30","0,75","1,50",,EU,KPIF
2013-05-21,2014,SEB,"2,50","8,10","0,80","0,75","1,20",,EU,KPIF
2013-08-27,2014,SEB,"2,60","8,00","1,00","1,25","1,30",,EU,KPIF
2013-11-26,2014,SEB,"2,50","7,80","0,60","0,75","1,10",,EU,KPIF
2014-02-11,2015,SEB,"3,20","7,00","1,80","1,25","1,50",,EU,KPIF
2014-05-13,2015,SEB,"3,10","7,50","0,90","0,75","1,30",,EU,KPIF
2014-08-26,2015,SEB,"2,90","7,50","0,80","0,15","1,30",,EU,KPIF
2014-11-25,2015,SEB,"2,70","7,60","0,30","0,00","1,00",,EU,KPIF
1994-02-01,1994,SHB,"1,90","8,10","2,40",,,,OPEN,KPIZZZ
1994-05-01,1994,SHB,"1,80","8,10","2,00",,,,OPEN,KPIZZZ
1994-08-01,1994,SHB,"1,70","8,00","2,30",,,,OPEN,KPIZZZ
1994-11-01,1994,SHB,"2,60","8,00","2,20",,,,OPEN,KPIZZZ
1995-02-01,1995,SHB,"3,10","7,40","3,40",,,,OPEN,KPIZZZ
1995-05-01,1995,SHB,"2,50","7,50","3,30",,,,OPEN,KPIZZZ
1995-09-01,1995,SHB,"2,90","7,60","3,10",,,,OPEN,KPIZZZ
1995-12-01,1995,SHB,"3,40","7,70","2,70",,,,OPEN,KPIZZZ
1996-03-01,1996,SHB,"1,70","8,20","2,00",,,,OPEN,KPIZZZ
1996-05-01,1996,SHB,"1,30","7,90","1,80",,,,OPEN,KPIZZZ
1996-09-01,1996,SHB,"1,70","7,90","1,20",,,,OPEN,KPIZZZ
1996-11-01,1996,SHB,"1,70","8,00","0,80",,,,OPEN,KPIZZZ
1997-02-01,1997,SHB,"2,50","7,70","0,80",,,,OPEN,KPIZZZ
1997-05-01,1997,SHB,"2,00","8,20","0,50",,,,OPEN,KPIZZZ
1997-09-01,1997,SHB,"2,40","8,40","0,90",,,,OPEN,KPIZZZ
1997-11-01,1997,SHB,"1,70","8,10","0,90",,,,OPEN,KPIZZZ
1998-02-01,1998,SHB,"2,70","7,50","1,60",,,,OPEN,KPIZZZ
1998-05-01,1998,SHB,"2,80","6,60","0,50",,,,OPEN,KPIZZZ
1998-09-01,1998,SHB,"3,00","6,60","0,50",,,,OPEN,KPIZZZ
1998-11-01,1998,SHB,"2,80","6,70","0,40",,,,OPEN,KPIZZZ
1999-02-01,1999,SHB,"2,00","6,50","0,30",,,,OPEN,KPIZZZ
1999-05-01,1999,SHB,"2,80","5,70","0,60",,,,OPEN,KPIZZZ
1999-09-01,1999,SHB,"3,80","5,30","0,40",,,,OPEN,KPIZZZ
1999-11-01,1999,SHB,"3,70","5,50","0,30",,,,OPEN,KPIZZZ
2000-02-01,2000,SHB,"4,70","4,80","2,00",,,,OPEN,KPIZZZ
2000-05-01,2000,SHB,"5,00","4,70","1,30",,,,OPEN,KPIZZZ
2000-09-01,2000,SHB,"4,60","4,50","1,20",,,,OPEN,KPIZZZ
2000-11-01,2000,SHB,"4,30","4,50","1,30",,,,OPEN,KPIZZZ
2001-02-01,2001,SHB,"3,30","3,80","1,80",,,,OPEN,KPIZZZ
2001-06-01,2001,SHB,"2,50","4,00","2,70",,,,OPEN,KPIZZZ
2001-09-01,2001,SHB,"1,70","4,10","2,70",,,,OPEN,KPIZZZ
2001-11-01,2001,SHB,"1,50","4,10","2,60",,,,OPEN,KPIZZZ
2002-01-01,2002,SHB,"1,40","4,40","2,40",,,,OPEN,KPIZZZ
2002-05-01,2002,SHB,"2,10","3,80","2,80",,,,OPEN,KPIZZZ
2002-09-01,2002,SHB,"1,80","4,00","2,50",,,,OPEN,KPIZZZ
2003-01-01,2003,SHB,"1,90","4,40","2,80",,,,OPEN,KPIZZZ
2003-05-01,2003,SHB,"1,50","4,70","2,70",,,,OPEN,KPIZZZ
2003-09-01,2003,SHB,"1,60","4,70","2,20",,,,OPEN,KPIZZZ
2004-01-01,2004,SHB,"2,50","5,10","1,00",,"0,80",,OPEN,KPIX
2004-05-01,2004,SHB,"2,90","5,50","0,70",,"0,90",,OPEN,KPIX
2004-08-01,2004,SHB,"3,50","5,70","0,70",,"1,00",,OPEN,KPIX
2005-01-01,2005,SHB,"3,30","4,90","1,30",,"1,20",,OPEN,KPIX
2005-05-01,2005,SHB,"2,80","5,00","0,50",,"0,50",,OPEN,KPIX
2005-12-01,2005,SHB,"2,70","5,60","0,40",,"0,80",,OPEN,KPIX
2006-04-26,2006,SHB,"3,80","5,20","1,50",,"1,30",,OPEN,KPIX
2006-08-24,2006,SHB,"4,40","5,20","1,80",,"1,50",,OPEN,KPIX
2006-12-08,2006,SHB,"4,50","5,30","1,40",,,,OPEN,KPIZZZ
2007-01-25,2007,SHB,"3,60","4,70","2,20",,"1,50",,OPEN,KPIX
2007-04-27,2007,SHB,"3,70","4,40","1,90",,"1,30",,OPEN,KPIX
2007-08-23,2007,SHB,"3,50","4,40","2,00",,"1,20",,OPEN,KPIX
2007-12-06,2007,SHB,"2,70","4,40","2,20",,"1,20",,OPEN,KPIX
2008-04-03,2008,SHB,"2,00","6,10","2,90",,"2,90",,ILO,KPIX
2008-06-12,2008,SHB,"2,10","6,10","3,70",,"2,90",,ILO,KPIX
2008-08-28,2008,SHB,"1,60","6,10","3,90",,"2,90",,ILO,KPIX
2008-12-11,2008,SHB,"0,70","6,20","3,50",,"2,70",,ILO,KPIF
2009-04-29,2009,SHB,"-4,70","9,00","-0,40",,"1,70",,ILO,KPIF
2009-06-11,2009,SHB,"-5,00","9,00","-0,40",,"1,80",,ILO,KPIF
2009-08-26,2009,SHB,"-4,70","8,80","-0,20",,"1,80",,ILO,KPIF
2009-12-09,2009,SHB,"-4,50","8,30","-0,30",,"1,90",,ILO,KPIF
2010-05-06,2010,SHB,"2,50","8,90","1,10",,"1,90",,ILO,KPIF
2010-09-03,2010,SHB,"4,10","8,60","1,10",,"2,00",,ILO,KPIF
2010-12-02,2010,SHB,"5,20","8,40","1,10",,"1,90",,ILO,KPIF
2011-05-01,2011,SHB,"4,00","7,30","3,30","3,00","1,70",,EU,KPIF
2011-09-01,2011,SHB,"4,20","7,50","3,00","2,00","1,50",,EU,KPIF
2011-12-01,2011,SHB,"4,30","7,50","2,90",,"1,40",,EU,KPIF
2012-04-27,2012,SHB,"0,30","7,90","1,10","1,25","1,00",,EU,KPIF
2012-08-30,2012,SHB,"1,40","7,70","1,10","1,00","1,00",,EU,KPIF
2012-12-13,2012,SHB,"0,50","7,70","0,90","1,00","0,90",,EU,KPIF
2013-04-25,2013,SHB,"1,80","8,30","0,30","1,00","1,00",,EU,KPIF
2013-08-29,2013,SHB,"1,40","8,10","0,10","1,30","1,00",,EU,KPIF
2013-12-05,2013,SHB,"1,00","8,00","0,00","1,00","0,90",,EU,KPIF
2014-05-15,2014,SHB,"3,00","8,10","0,10","0,50","0,60",,EU,KPIF
2014-08-28,2014,SHB,"2,30","8,00","0,10","0,25","0,70",,EU,KPIF
2014-12-11,2014,SHB,"1,80","8,00","-0,20","0,00","0,50",,EU,KPIF
1994-02-01,1995,SHB,"2,20","7,50","2,70",,,,OPEN,KPIZZZ
1994-05-01,1995,SHB,"2,50","7,20","2,60",,,,OPEN,KPIZZZ
1994-08-01,1995,SHB,"2,50","7,10","2,80",,,,OPEN,KPIZZZ
1994-11-01,1995,SHB,"2,60","7,60","3,30",,,,OPEN,KPIZZZ
1995-02-01,1996,SHB,"2,40","7,20","4,00",,,,OPEN,KPIZZZ
1995-05-01,1996,SHB,"1,70","7,10","3,80",,,,OPEN,KPIZZZ
1995-09-01,1996,SHB,"2,00","7,50","3,40",,,,OPEN,KPIZZZ
1995-12-01,1996,SHB,"1,70","7,80","2,50",,,,OPEN,KPIZZZ
1996-03-01,1997,SHB,"2,40","7,80","2,30",,,,OPEN,KPIZZZ
1996-05-01,1997,SHB,"2,30","7,70","2,50",,,,OPEN,KPIZZZ
1996-09-01,1997,SHB,"2,20","7,70","1,70",,,,OPEN,KPIZZZ
1996-11-01,1997,SHB,"2,90","7,80","1,20",,,,OPEN,KPIZZZ
1997-02-01,1998,SHB,"2,60","7,40","2,20",,,,OPEN,KPIZZZ
1997-05-01,1998,SHB,"3,00","7,60","1,70",,,,OPEN,KPIZZZ
1997-09-01,1998,SHB,"3,20","7,60","1,80",,,,OPEN,KPIZZZ
1997-11-01,1998,SHB,"3,10","7,40","2,20",,,,OPEN,KPIZZZ
1998-02-01,1999,SHB,"2,00","7,50","1,50",,,,OPEN,KPIZZZ
1998-05-01,1999,SHB,"2,00","6,50","0,90",,,,OPEN,KPIZZZ
1998-09-01,1999,SHB,"2,10","6,70","0,80",,,,OPEN,KPIZZZ
1998-11-01,1999,SHB,"1,80","6,90","0,50",,,,OPEN,KPIZZZ
1999-02-01,2000,SHB,"2,70","6,30","1,50",,,,OPEN,KPIZZZ
1999-05-01,2000,SHB,"3,00","5,40","1,50",,,,OPEN,KPIZZZ
1999-09-01,2000,SHB,"4,00","4,50","1,80",,,,OPEN,KPIZZZ
1999-11-01,2000,SHB,"4,30","4,50","2,00",,,,OPEN,KPIZZZ
2000-02-01,2001,SHB,"4,00","4,40","2,50",,,,OPEN,KPIZZZ
2000-05-01,2001,SHB,"4,20","3,90","2,50",,,,OPEN,KPIZZZ
2000-09-01,2001,SHB,"4,20","3,50","2,10",,,,OPEN,KPIZZZ
2000-11-01,2001,SHB,"4,20","3,60","2,10",,,,OPEN,KPIZZZ
2001-02-01,2002,SHB,"3,80","3,50","2,90",,,,OPEN,KPIZZZ
2001-06-01,2002,SHB,"3,50","3,80","3,30",,,,OPEN,KPIZZZ
2001-09-01,2002,SHB,"2,60","3,90","2,90",,,,OPEN,KPIZZZ
2001-11-01,2002,SHB,"1,20","5,10","2,40",,,,OPEN,KPIZZZ
2002-01-01,2003,SHB,"3,50","4,00","2,80",,,,OPEN,KPIZZZ
2002-05-01,2003,SHB,"3,20","3,50","4,20",,,,OPEN,KPIZZZ
2002-09-01,2003,SHB,"2,90","4,10","3,10",,,,OPEN,KPIZZZ
2003-01-01,2004,SHB,"2,80","4,50","2,80",,,,OPEN,KPIZZZ
2003-05-01,2004,SHB,"2,20","4,80","2,20",,,,OPEN,KPIZZZ
2003-09-01,2004,SHB,"2,30","4,80","1,70",,,,OPEN,KPIZZZ
2004-01-01,2005,SHB,"3,00","4,60","2,10",,"1,70",,OPEN,KPIX
2004-05-01,2005,SHB,"3,20","5,20","1,70",,"1,50",,OPEN,KPIX
2004-08-01,2005,SHB,"3,40","5,30","1,40",,"1,30",,OPEN,KPIX
2005-01-01,2006,SHB,"2,90","4,50","1,80",,"1,40",,OPEN,KPIX
2005-05-01,2006,SHB,"2,40","4,30","1,20",,"1,00",,OPEN,KPIX
2005-12-01,2006,SHB,"3,50","4,60","1,60",,"1,30",,OPEN,KPIX
2006-04-26,2007,SHB,"2,80","4,70","2,20",,"1,60",,OPEN,KPIX
2006-08-24,2007,SHB,"3,00","4,40","2,30",,"1,70",,OPEN,KPIX
2006-12-08,2007,SHB,"3,20","5,20","2,20",,,,OPEN,KPIZZZ
2007-01-25,2008,SHB,"2,70","6,00","2,40",,"2,00",,ILO,KPIX
2007-04-27,2008,SHB,"3,60","5,60","2,40",,"1,80",,ILO,KPIX
2007-08-23,2008,SHB,"3,3","5,3","2,8",,"2,30",,ILO,KPIX
2007-12-06,2008,SHB,"2,2","5,7","3,4",,"2,50",,ILO,KPIX
2008-04-03,2009,SHB,"2,1","6,6","1,9",,"1,90",,ILO,KPIX
2008-06-12,2009,SHB,"1,7","6,6",3,,"2,80",,ILO,KPIX
2008-08-28,2009,SHB,"0,9","6,8",3,,"2,60",,ILO,KPIX
2008-12-11,2009,SHB,"-1,9",8,1,,"1,80",,ILO,KPIF
2009-04-29,2010,SHB,"-0,2","11,5","0,2",,"0,50",,ILO,KPIF
2009-06-11,2010,SHB,"0,8","11,5","0,5",,"0,90",,ILO,KPIF
