date,progyear,name,bnp,al,kpi,ranta,kpif,fso,u_def,p_def
1994-01-01,1994,FiD,"2,40","8,00","2,50",,,,OPEN,KPIZZZ
1994-04-01,1994,FiD,"2,40","8,00","1,60",,,,OPEN,KPIZZZ
1994-11-01,1994,FiD,"2,50","8,00","2,20",,,,OPEN,KPIZZZ
1995-01-01,1995,FiD,"2,60","6,80","2,90",,,,OPEN,KPIZZZ
1995-04-01,1995,FiD,"2,50","7,00","2,90",,,,OPEN,KPIZZZ
1995-10-01,1995,FiD,"3,50","7,50","2,90",,,,OPEN,KPIZZZ
1996-04-01,1996,FiD,"1,40","7,20","1,60",,,,OPEN,KPIZZZ
1996-09-12,1996,FiD,"1,60","7,70","1,20",,,,OPEN,KPIZZZ
1997-04-09,1997,FiD,"2,30","7,90","0,60",,,,OPEN,KPIZZZ
1997-09-11,1997,FiD,"2,30","8,40","1,10",,,,OPEN,KPIZZZ
1998-04-06,1998,FiD,"3,00","6,70","0,90",,,,OPEN,KPIZZZ
1998-10-05,1998,FiD,"3,00","6,60","0,50",,,,OPEN,KPIZZZ
1998-12-15,1998,FiD,"2,80","6,60","0,40",,,,OPEN,KPIZZZ
1999-03-31,1999,FiD,"2,20","5,80","0,20",,"1,20",,OPEN,KPIX
1999-09-09,1999,FiD,"3,60","5,40","0,30",,"1,30",,OPEN,KPIX
2000-03-30,2000,FiD,"3,80","4,60","1,30",,"1,30",,OPEN,KPIX
2000-09-07,2000,FiD,"3,90","4,60","1,20",,"1,30",,OPEN,KPIX
2001-03-29,2001,FiD,"2,70","3,90","1,50",,"1,60",,OPEN,KPIX
2001-09-06,2001,FiD,"1,70","3,90","2,60",,"2,60",,OPEN,KPIX
2002-05-04,2002,FiD,"1,40","4,30","2,10",,"2,30",,OPEN,KPIX
2002-10-03,2002,FiD,"2,10","3,90","2,30",,"2,50",,OPEN,KPIX
2003-04-08,2003,FiD,"1,40","4,50","2,40",,"2,60",,OPEN,KPIX
2003-09-22,2003,FiD,"1,40","4,70","2,00",,"2,20",,OPEN,KPIX
2004-04-15,2004,FiD,"2,50","5,50","0,40",,"0,80",,OPEN,KPIX
2004-09-20,2004,FiD,"3,50","5,60","0,60",,"1,00",,OPEN,KPIX
2005-04-14,2005,FiD,"3,20","5,00","0,50","2,00","0,70",,OPEN,KPIX
2005-09-20,2005,FiD,"2,40","5,90","0,30","1,50","0,70",,OPEN,KPIX
2006-04-18,2006,FiD,"3,60","4,90","1,40","2,50","1,30",,OPEN,KPIX
2006-10-16,2006,FiD,"4,00","5,60","1,60","3,00","1,30",,OPEN,KPIX
2007-04-16,2007,FiD,"3,70","4,70","1,80","3,50","0,80",,OPEN,KPIX
2007-09-20,2007,FiD,"3,20","4,40","2,20","4,00","1,20",,OPEN,KPIX
2008-04-15,2008,FiD,"2,10","5,80","3,20","4,25","2,20",,ILO,KPIX
2008-08-22,2008,FiD,"1,50","6,00",,,,,ILO,KPIZZZ
2008-09-22,2008,FiD,"1,50","5,90","3,80","4,50","3,00",,ILO,KPIF
2008-12-16,2008,FiD,"1,00","6,10","3,50","2,00",,,ILO,KPIZZZ
2009-04-15,2009,FiD,"-4,20","8,90","-0,40","0,25","1,60","-2,70",EU,KPIF
2009-08-21,2009,FiD,"-5,20","8,80",,,,"-2,40",EU,KPIZZZ
2009-09-21,2009,FiD,"-5,20","8,80","-0,40","0,25","1,80","-2,20",EU,KPIF
2009-11-19,2009,FiD,"-4,90","8,50","-0,40",,,,EU,KPIZZZ
2010-01-27,2010,FiD,"3,00","9,50","1,30",,,,EU,KPIZZZ
2010-04-15,2010,FiD,"2,50","9,20","1,30","1,00","2,20","-1,30",EU,KPIF
2010-07-05,2010,FiD,"3,30","8,90","1,10",,"2,00","-1,50",EU,KPIF
2010-08-20,2010,FiD,"4,50","8,30",,,,"-1,10",EU,KPIZZZ
2010-10-12,2010,FiD,"4,80","8,40","1,20","1,25","2,00","-1,30",EU,KPIF
2011-03-03,2011,FiD,"4,80","7,40","2,40",,,,EU,KPIZZZ
2011-04-12,2011,FiD,"4,60","7,30","2,50","2,25","1,10","0,30",EU,KPIF
2011-08-26,2011,FiD,"4,10","7,50","3,00",,"1,40","0,10",EU,KPIF
2011-09-20,2011,FiD,"4,10","7,50","3,00","2,00","1,40","0,10",EU,KPIF
2012-04-16,2012,FiD,"0,40","7,80","1,20","1,00","1,00","-0,30",EU,KPIF
2012-07-04,2012,FiD,"1,10","7,50",,,,,EU,KPIZZZ
2012-08-24,2012,FiD,"1,60","7,60","1,00",,"1,00","-0,30",EU,KPIF
2012-09-20,2012,FiD,"1,60","7,60","1,00","1,50","1,00","-0,30",EU,KPIF
2012-12-21,2012,FiD,"0,90","7,70","0,90",,"1,00","-0,40",EU,KPIF
2013-04-15,2013,FiD,"1,20","8,30","0,50","1,00","1,10","-1,60",EU,KPIF
2013-07-04,2013,FiD,"1,30","8,40","0,20",,"1,00","-1,30",EU,KPIF
2013-08-23,2013,FiD,"1,20","8,20","0,10",,"1,00","-1,50",EU,KPIF
2013-09-18,2013,FiD,"1,20","8,20","0,10","1,00","1,00","-1,20",EU,KPIF
2013-12-19,2013,FiD,"1,00","8,00","0,00",,"0,80",,EU,KPIF
2014-02-20,2014,FiD,"2,50","7,70","0,20",,"1,00","-1,90",EU,KPIF
2014-04-09,2014,FiD,"2,70","7,70","0,20","0,75","0,80","-1,60",EU,KPIF
2014-07-04,2014,FiD,"2,50","7,90","0,00",,"0,50","-1,90",EU,KPIF
2014-08-23,2014,FiD,"1,90","7,90","-0,10",,"0,60","-2,20",EU,KPIF
2014-10-13,2014,FiD,"2,10","7,90","0,00",,"0,60","-2,20",EU,KPIF
2014-10-23,2014,FiD,"2,10","7,90","0,00","0,25","0,60","-2,20",EU,KPIF
1994-01-01,1995,FiD,"2,90","7,20","2,80",,,,OPEN,KPIZZZ
1994-04-01,1995,FiD,"3,00","7,20","2,70",,,,OPEN,KPIZZZ
1994-11-01,1995,FiD,"3,40","7,00","3,20",,,,OPEN,KPIZZZ
1995-01-01,1996,FiD,"2,90","6,10","3,70",,,,OPEN,KPIZZZ
1995-04-01,1996,FiD,"2,90","6,10","2,70",,,,OPEN,KPIZZZ
1995-10-01,1996,FiD,"2,70","6,40","2,60",,,,OPEN,KPIZZZ
1996-04-01,1997,FiD,"2,00","6,50","2,30",,,,OPEN,KPIZZZ
1996-09-12,1997,FiD,"2,30","6,90","1,90",,,,OPEN,KPIZZZ
1997-04-09,1998,FiD,"2,50","7,10","1,70",,,,OPEN,KPIZZZ
1997-09-11,1998,FiD,"3,10","7,40","1,70",,,,OPEN,KPIZZZ
1998-04-06,1999,FiD,"3,10","5,70","1,20",,,,OPEN,KPIZZZ
1998-10-05,1999,FiD,"3,00","5,70","0,70",,,,OPEN,KPIZZZ
1998-12-15,1999,FiD,"2,20","5,90","0,50",,,,OPEN,KPIZZZ
1999-03-31,2000,FiD,"2,60","5,40","0,80",,"1,20",,OPEN,KPIX 
1999-09-09,2000,FiD,"3,00","4,50","1,20",,"1,30",,OPEN,KPIX 
2000-03-30,2001,FiD,"2,90","3,90","2,20",,"1,40",,OPEN,KPIX 
2000-09-07,2001,FiD,"3,50","3,80","1,40",,"1,10",,OPEN,KPIX 
2001-03-29,2002,FiD,"2,60","3,70","1,60",,"1,60",,OPEN,KPIX 
2001-09-06,2002,FiD,"2,40","3,80","1,70",,"1,80",,OPEN,KPIX 
2002-05-04,2003,FiD,"2,80","4,00","2,20",,"1,90",,OPEN,KPIX 
2002-10-03,2003,FiD,"2,50","3,80","2,30",,"1,90",,OPEN,KPIX 
2003-04-08,2004,FiD,"2,40","4,30","1,80",,"1,50",,OPEN,KPIX 
2003-09-22,2004,FiD,"2,00","4,70","1,30",,"1,20",,OPEN,KPIX 
2004-04-15,2005,FiD,"2,60","5,30","1,40",,"1,20",,OPEN,KPIX 
2004-09-20,2005,FiD,"3,00","5,10","1,40",,"1,10",,OPEN,KPIX 
2005-04-14,2006,FiD,"2,70","4,40","1,50","2,75","1,30",,OPEN,KPIX 
2005-09-20,2006,FiD,"3,10","4,80","1,50","2,50","1,40",,OPEN,KPIX 
2006-04-18,2007,FiD,"3,00","4,50","2,20","3,50","1,70",,OPEN,KPIX 
2006-10-16,2007,FiD,"3,30","5,80","2,50","3,75","1,90",,OPEN,KPIX 
2007-04-16,2008,FiD,"3,30","5,60","2,30","4,50","1,50",,ILO,KPIX 
2007-09-20,2008,FiD,"3,20","5,50","2,80","4,50","1,80",,ILO,KPIX 
2008-04-15,2009,FiD,"1,80","6,40","2,80","4,25","2,10",,ILO,KPIX
2008-08-22,2009,FiD,"1,30","6,40",,,,,ILO,KPIZZZ
2008-09-22,2009,FiD,"1,30","6,60","2,40","2,50","2,50",,ILO,KPIF
2008-12-16,2009,FiD,"-0,80","7,70","-0,20",,,,ILO,KPIZZZ
2009-04-15,2010,FiD,"0,20","11,10","0,30","0,25","0,90","-3,80",EU,KPIF
2009-08-21,2010,FiD,"0,60","11,40",,,,"-3,70",EU,KPIZZZ
2009-09-21,2010,FiD,"0,60","11,40","0,40","0,50","0,80","-3,40",EU,KPIF
2009-11-19,2010,FiD,"2,00","10,70","0,50",,,,EU,KPIZZZ
2010-01-27,2011,FiD,"3,60","8,90","2,10",,,,EU,KPIZZZ
2010-04-15,2011,FiD,"3,90","8,80","1,60","2,25","1,00","-0,40",EU,KPIF
2010-07-05,2011,FiD,"3,80","8,40","1,50",,"0,90","-0,50",EU,KPIF
2010-08-20,2011,FiD,"4,00","8,50",,,,"-0,20",EU,KPIZZZ
2010-10-12,2011,FiD,"3,70","8,00","1,50","2,25","0,90","-0,40",EU,KPIF
2011-03-03,2012,FiD,"3,50","6,70","1,90",,,,EU,KPIZZZ
2011-04-12,2012,FiD,"3,80","6,60","2,00","3,25","1,20","1,80",EU,KPIF
2011-08-26,2012,FiD,"1,30","7,80","1,20",,"0,90","0,00",EU,KPIF
2011-09-20,2012,FiD,"1,30","7,80","1,20","1,50","0,90","0,00",EU,KPIF
2012-04-16,2013,FiD,"3,30","7,70","1,30","1,50","1,30","0,30",EU,KPIF
2012-07-04,2013,FiD,"3,00","7,40",,,,,EU,KPIZZZ
2012-08-24,2013,FiD,"2,70","7,50","1,20",,"1,20","-0,50",EU,KPIF
2012-09-20,2013,FiD,"2,70","7,50","1,20","1,50","1,20","-0,60",EU,KPIF
2012-12-21,2013,FiD,"1,10","8,20","0,60",,"1,00","-1,30",EU,KPIF
2013-04-15,2014,FiD,"2,20","8,40","1,20","1,00","1,30","-1,00",EU,KPIF
2013-07-04,2014,FiD,"2,10","8,40","0,90",,"1,20","-0,80",EU,KPIF
2013-08-23,2014,FiD,"2,50","8,10","0,90",,"1,30","-1,40",EU,KPIF
2013-09-18,2014,FiD,"2,50","8,10","0,90","1,00","1,30","-1,50",EU,KPIF
2013-12-19,2014,FiD,"2,40","7,70","0,40",,"0,80",,EU,KPIF
2014-04-09,2015,FiD,"3,30","7,30","1,60","1,50","1,50",,EU,KPIF
2014-07-04,2015,FiD,"3,10","7,50","1,40",,"1,40",,EU,KPIF
2014-08-23,2015,FiD,"3,00","7,40","1,10",,"1,40",,EU,KPIF
2014-10-23,2015,FiD,"3,00","7,30","0,90",,"1,40",,EU,KPIF
1999-02-01,1999,SWED,"2,10","6,50","0,20",,,,OPEN,KPIZZZ
1999-06-01,1999,SWED,"2,70","5,50","0,30",,,,OPEN,KPIZZZ
1999-10-01,1999,SWED,"4,00","5,50","0,30",,,,OPEN,KPIZZZ
2000-03-01,2000,SWED,"4,00","4,80","1,40",,,,OPEN,KPIZZZ
2000-06-01,2000,SWED,"4,40","4,60","1,30",,,,OPEN,KPIZZZ
2000-12-01,2000,SWED,"4,40","4,60","1,30",,,,OPEN,KPIZZZ
2001-01-01,2001,SWED,"3,50","4,10","1,50",,,,OPEN,KPIZZZ
2001-06-01,2001,SWED,"2,30","4,10","2,30",,,,OPEN,KPIZZZ
2001-11-01,2001,SWED,"1,40","4,20","2,60",,,,OPEN,KPIZZZ
2002-04-01,2002,SWED,"1,60","4,50","2,30",,,,OPEN,KPIZZZ
2003-01-01,2003,SWED,"1,60","4,40","2,50",,,,OPEN,KPIZZZ
2003-08-01,2003,SWED,"1,50","4,80","2,20",,,,OPEN,KPIZZZ
2004-01-01,2004,SWED,"1,80","5,30","1,00",,,,OPEN,KPIZZZ
2004-08-01,2004,SWED,"3,20","5,80","0,60",,,,OPEN,KPIZZZ
2005-01-01,2005,SWED,"2,60","5,30","1,10","2,25",,,OPEN,KPIZZZ
2005-08-01,2005,SWED,"2,30","6,00","0,50","1,50",,,OPEN,KPIZZZ
2006-01-24,2006,SWED,"3,40","5,30","1,80","2,50","1,10",,OPEN,KPIX
2006-08-28,2006,SWED,"3,90","5,40","1,50","3,00","1,30",,OPEN,KPIX
2007-01-30,2007,SWED,"3,30","5,10","1,80","4,00","1,00",,OPEN,KPIX
2007-08-21,2007,SWED,"3,40","4,70","2,10","4,00","1,20",,OPEN,KPIX
2008-01-22,2008,SWED,"2,20","5,70","3,40","4,00","2,40",,EU,KPIX
2008-08-14,2008,SWED,"1,80","6,30","3,80","4,80","2,80",,EU,KPIX
2009-01-22,2009,SWED,"-1,70","8,40","-0,20","1,00","1,10",,EU,KPIX
2009-03-11,2009,SWED,"-2,30","8,60","-0,60","0,50","1,00",,EU,KPIX
2009-06-11,2009,SWED,"-4,60","8,90","-0,40",,,,EU,KPIZZZ
2009-09-29,2009,SWED,"-4,50","8,90","-0,20","0,30","2,00",,EU,KPIF
2010-01-14,2010,SWED,"2,00","9,90","0,90","1,25",,,EU,KPIZZZ
2010-04-22,2010,SWED,"2,10","9,30","1,40","1,25","2,10",,EU,KPIF
2010-09-21,2010,SWED,"4,30","8,50","1,20","1,25","2,00",,EU,KPIF
2011-01-01,2011,SWED,"3,30","7,70","2,20","2,25","1,40",,EU,KPIF
2011-04-01,2011,SWED,"4,00","7,30","3,40","2,50","1,80",,EU,KPIF
2011-08-01,2011,SWED,"4,30","7,50","3,10","2,00","1,60",,EU,KPIF
2012-01-24,2012,SWED,"0,30","7,80","1,50","1,00","1,20",,EU,KPIF
2012-04-24,2012,SWED,"0,20","7,80","1,50","1,50","1,30",,EU,KPIF
2012-08-21,2012,SWED,"1,60","7,50","1,20","1,50","1,10",,EU,KPIF
2013-01-16,2013,SWED,"1,10","8,30","0,30","0,80","1,20",,EU,KPIF
2013-04-10,2013,SWED,"1,60","8,30","0,30","1,00","1,20",,EU,KPIF
2013-08-27,2013,SWED,"1,60","8,00","0,20","1,00","1,00",,EU,KPIF
2013-10-23,2013,SWED,"1,10","8,00","0,10","1,00","1,00",,EU,KPIF
2014-01-21,2014,SWED,"3,10","7,70","0,60","1,00","0,90",,EU,KPIF
2014-04-08,2014,SWED,"2,80","7,90","0,10","0,75","0,60",,EU,KPIF
2014-08-26,2014,SWED,"1,90","8,00","0,10","0,10","0,70",,EU,KPIF
2014-11-04,2014,SWED,"2,10","8,00","-0,20","0,00","0,40",,EU,KPIF
1999-02-01,2000,SWED,"2,40","6,30","1,20",,,,OPEN,KPIZZZ
1999-06-01,2000,SWED,"3,20","5,30","1,30",,,,OPEN,KPIZZZ
1999-10-01,2000,SWED,"3,60","4,80","1,60",,,,OPEN,KPIZZZ
2000-03-01,2001,SWED,"3,90","4,40","2,00",,,,OPEN,KPIZZZ
2000-06-01,2001,SWED,"4,10","4,10","1,80",,,,OPEN,KPIZZZ
2000-12-01,2001,SWED,"4,00","4,10","1,70",,,,OPEN,KPIZZZ
2001-01-01,2002,SWED,"3,30","3,90","1,80",,,,OPEN,KPIZZZ
2001-06-01,2002,SWED,"3,00","4,00","1,70",,,,OPEN,KPIZZZ
2001-11-01,2002,SWED,"1,30","4,70","1,90",,,,OPEN,KPIZZZ
2002-04-01,2003,SWED,"2,40","4,30","2,20",,,,OPEN,KPIZZZ
2003-01-01,2004,SWED,"2,20","4,30","2,00",,,,OPEN,KPIZZZ
2003-08-01,2004,SWED,"2,20","4,80","1,50",,,,OPEN,KPIZZZ
2004-01-01,2005,SWED,"2,00","5,30","1,80",,,,OPEN,KPIZZZ
2004-08-01,2005,SWED,"2,50","5,50","2,20",,,,OPEN,KPIZZZ
2005-01-01,2006,SWED,"2,30","5,00","2,00","3,00",,,OPEN,KPIZZZ
2005-08-01,2006,SWED,"2,80","5,60","1,60","2,50",,,OPEN,KPIZZZ
2006-01-24,2007,SWED,"2,60","5,20","1,80","3,25","1,90",,OPEN,KPIX
2006-08-28,2007,SWED,"2,90","5,20","2,50","3,75","1,80",,OPEN,KPIX
2007-01-30,2008,SWED,"3,10","6,30","2,10","4,50","1,80",,ILO,KPIX
2007-08-21,2008,SWED,"3,10","5,50","2,40","4,80","2,10",,ILO,KPIX
2008-01-22,2009,SWED,"2,80","5,60","2,50","4,50","2,30",,EU,KPIX
2008-08-14,2009,SWED,"1,70","7,00","2,80","4,00","2,40",,EU,KPIX
2009-01-22,2010,SWED,"0,80","12,00","1,20","1,50","1,30",,EU,KPIX
2009-03-11,2010,SWED,"0,60","9,80","1,20","0,80","1,30",,EU,KPIX
2009-06-11,2010,SWED,"0,70","10,90","1,20",,,,EU,KPIZZZ
2009-09-29,2010,SWED,"1,20","10,70","1,00","1,30","1,30",,EU,KPIF
2010-01-14,2011,SWED,"2,60","9,90","2,20","3,00",,,EU,KPIZZZ
2010-04-22,2011,SWED,"2,40","9,20","2,20","1,75","1,40",,EU,KPIF
2010-09-21,2011,SWED,"2,40","8,40","2,00","2,00","1,40",,EU,KPIF
2011-01-01,2012,SWED,"2,10","7,50","2,40","3,00","1,60",,EU,KPIF
2011-04-01,2012,SWED,"2,20","7,00","2,00","3,00","1,60",,EU,KPIF
2011-08-01,2012,SWED,"1,80","7,20","2,30","2,75","1,70",,EU,KPIF
2012-01-24,2013,SWED,"1,80","8,00","1,70","1,75","1,60",,EU,KPIF
2012-04-24,2013,SWED,"2,20","7,90","1,90","2,00","1,60",,EU,KPIF
2012-08-21,2013,SWED,"1,60","7,70","1,80","1,50","1,70",,EU,KPIF
2013-01-16,2014,SWED,"2,50","8,20","1,90","1,50","1,60",,EU,KPIF
2013-04-10,2014,SWED,"2,60","8,20","1,80","1,75","1,50",,EU,KPIF
2013-08-27,2014,SWED,"3,10","7,90","1,80","1,75","1,70",,EU,KPIF
2013-10-23,2014,SWED,"3,20","7,80","1,60","1,50","1,70",,EU,KPIF
2014-01-21,2015,SWED,"3,00","7,30","2,50","1,80","1,80",,EU,KPIF
2014-04-08,2015,SWED,"2,90","7,40","1,90","1,30","1,60",,EU,KPIF
2014-08-26,2015,SWED,"2,60","7,60","1,40","0,10","1,60",,EU,KPIF
2014-11-04,2015,SWED,"2,60","7,70","0,70","0,00","1,00",,EU,KPIF
1994-01-01,1994,HUI,"1,70","8,20","3,40",,,,OPEN,KPIZZZ
1994-05-01,1994,HUI,"2,00","8,00","2,50",,,,OPEN,KPIZZZ
1994-09-01,1994,HUI,"2,10","8,00","2,50",,,,OPEN,KPIZZZ
1994-11-01,1994,HUI,"2,60","8,00","2,50",,,,OPEN,KPIZZZ
1995-02-01,1995,HUI,"2,60","7,50","3,50",,,,OPEN,KPIZZZ
1995-06-01,1995,HUI,"2,00","7,50","3,50",,,,OPEN,KPIZZZ
1995-09-01,1995,HUI,"2,10","7,50","3,10",,,,OPEN,KPIZZZ
1995-12-01,1995,HUI,"2,50","7,50","2,90",,,,OPEN,KPIZZZ
1996-01-01,1996,HUI,"2,20","7,70","2,30",,,,OPEN,KPIZZZ
1996-06-01,1996,HUI,"1,80","7,70","1,60",,,,OPEN,KPIZZZ
1996-09-01,1996,HUI,"1,90","7,80","1,20",,,,OPEN,KPIZZZ
1996-12-01,1996,HUI,"2,50","7,90","0,80",,,,OPEN,KPIZZZ
1997-03-01,1997,HUI,"1,80","7,70","0,90",,,,OPEN,KPIZZZ
1997-06-01,1997,HUI,"2,10","8,40","0,50",,,,OPEN,KPIZZZ
1997-09-01,1997,HUI,"2,40","8,40","0,80",,,,OPEN,KPIZZZ
1997-12-01,1997,HUI,"2,00","8,10","0,90",,,,OPEN,KPIZZZ
1998-03-01,1998,HUI,"2,70","7,00","1,20",,,,OPEN,KPIZZZ
1998-06-01,1998,HUI,"2,80","7,00","0,70",,,,OPEN,KPIZZZ
1998-09-01,1998,HUI,"2,90","6,70","0,70",,,,OPEN,KPIZZZ
1998-12-01,1998,HUI,"2,90","6,70","0,40",,,,OPEN,KPIZZZ
1999-03-01,1999,HUI,"2,20","6,30","0,50",,,,OPEN,KPIZZZ
1999-06-01,1999,HUI,"2,50","5,60","0,50",,,,OPEN,KPIZZZ
1999-09-01,1999,HUI,"3,60","5,30","0,50",,,,OPEN,KPIZZZ
1999-12-01,1999,HUI,"3,60","5,40","0,30",,,,OPEN,KPIZZZ
2000-03-01,2000,HUI,"4,20","4,90","2,00",,,,OPEN,KPIZZZ
2000-06-01,2000,HUI,"4,40","4,90","2,00",,,,OPEN,KPIZZZ
2000-10-01,2000,HUI,"4,30","4,80","1,30",,,,OPEN,KPIZZZ
2000-12-01,2000,HUI,"3,80","4,80","1,30",,,,OPEN,KPIZZZ
2001-03-01,2001,HUI,"2,50","4,00","1,60",,,,OPEN,KPIZZZ
2001-06-01,2001,HUI,"2,70","4,00","2,60",,,,OPEN,KPIZZZ
2001-10-01,2001,HUI,"1,50","3,70","2,90",,,,OPEN,KPIZZZ
2001-12-01,2001,HUI,"1,20","3,70","2,90",,,,OPEN,KPIZZZ
2002-04-01,2002,HUI,"1,70","4,50","1,90",,,,OPEN,KPIZZZ
2002-06-01,2002,HUI,"1,50","4,50","2,60",,,,OPEN,KPIZZZ
2002-10-01,2002,HUI,"1,80","4,40","2,30",,,,OPEN,KPIZZZ
2002-12-01,2002,HUI,"1,80","4,10","2,30",,,,OPEN,KPIZZZ
2003-04-01,2003,HUI,"1,50","4,30","2,40",,,,OPEN,KPIZZZ
2003-06-01,2003,HUI,"1,70","4,60","2,40",,,,OPEN,KPIZZZ
2003-10-01,2003,HUI,"1,70","4,40","2,40",,,,OPEN,KPIZZZ
2003-12-01,2003,HUI,"1,70","4,40","2,40",,,,OPEN,KPIZZZ
2004-04-01,2004,HUI,"2,00","5,60","1,00",,,,OPEN,KPIZZZ
2004-06-01,2004,HUI,"2,60","5,60","1,00",,,,OPEN,KPIZZZ
2004-10-01,2004,HUI,"3,50","5,60","1,00",,,,OPEN,KPIZZZ
2004-12-01,2004,HUI,"3,50","5,60","1,00",,,,OPEN,KPIZZZ
2005-04-01,2005,HUI,"3,00","5,30","1,00",,,,OPEN,KPIZZZ
2005-06-01,2005,HUI,"2,40","5,50","0,80",,,,OPEN,KPIZZZ
2005-09-01,2005,HUI,"2,50","5,50","0,70",,,,OPEN,KPIZZZ
2005-12-01,2005,HUI,"2,90","5,50","0,80",,,,OPEN,KPIZZZ
2006-03-15,2006,HUI,"3,20","5,00","1,20",,,,OPEN,KPIZZZ
2006-06-29,2006,HUI,"4,00","5,00","1,20",,,,OPEN,KPIZZZ
2006-10-02,2006,HUI,"4,20","5,00","1,20",,,,OPEN,KPIZZZ
2006-12-07,2006,HUI,"4,20","5,40","1,40",,,,OPEN,KPIZZZ
2007-04-04,2007,HUI,"3,60","4,80","1,70",,,,OPEN,KPIZZZ
2007-06-27,2007,HUI,"3,30","4,70","2,10",,,,OPEN,KPIZZZ
2007-10-04,2007,HUI,"3,30","4,70","2,10",,,,OPEN,KPIZZZ
2007-12-12,2007,HUI,"3,00","4,60","2,10",,,,OPEN,KPIZZZ
2008-03-13,2008,HUI,"2,30","5,90","3,40",,,,ILO,KPIZZZ
2008-06-19,2008,HUI,"1,90","6,00","3,50",,,,ILO,KPIZZZ
2008-09-23,2008,HUI,"1,30","6,20","3,90",,,,ILO,KPIZZZ
2008-12-17,2008,HUI,"1,00","6,20","3,50",,,,ILO,KPIZZZ
2009-03-18,2009,HUI,"-2,00","8,00","-0,50",,,,ILO,KPIZZZ
2009-06-25,2009,HUI,"-4,50","8,70","-0,30",,,,ILO,KPIZZZ
2009-09-22,2009,HUI,"-4,50","8,60","-0,30",,,,ILO,KPIZZZ
2009-12-16,2009,HUI,"-4,00","8,50","-0,30",,,,ILO,KPIZZZ
2010-03-09,2010,HUI,"3,00","9,40","1,60",,,,EU,KPIZZZ
2010-06-22,2010,HUI,"3,10","9,00","1,60",,,,EU,KPIZZZ
2010-09-08,2010,HUI,"4,10","8,50","1,10",,,,EU,KPIZZZ
2010-12-15,2010,HUI,"5,10","8,40","1,20",,,,EU,KPIZZZ
2011-03-01,2011,HUI,"4,50","7,30","2,50",,,,EU,KPIZZZ
2011-06-01,2011,HUI,"4,90","7,30","3,20",,,,EU,KPIZZZ
2011-09-01,2011,HUI,"3,90","7,50","3,00",,,,EU,KPIZZZ
2011-12-01,2011,HUI,"4,20","7,50","3,00",,,,EU,KPIZZZ
2012-03-31,2012,HUI,"0,80","7,70","1,40",,,,EU,KPIZZZ
2012-06-30,2012,HUI,"0,90","7,70","1,20",,,,EU,KPIZZZ
2012-09-30,2012,HUI,"1,10","7,60","1,20",,,,EU,KPIZZZ
2012-12-31,2012,HUI,"0,80","7,70","0,90",,,,EU,KPIZZZ
2013-03-18,2013,HUI,"1,60","8,10","0,30","1,10",,,EU,KPIZZZ
2013-06-10,2013,HUI,"1,40","8,30","0,00","1,00",,,EU,KPIZZZ
2013-09-24,2013,HUI,"1,10","8,10","0,00","1,00",,,EU,KPIZZZ
2013-12-10,2013,HUI,"1,10","8,00","0,00","1,00",,,EU,KPIZZZ
2014-03-18,2014,HUI,"2,40","7,90","0,60","0,75",,,EU,KPIZZZ
2014-06-09,2014,HUI,"2,40","7,90","0,20","0,50",,,EU,KPIZZZ
2014-09-29,2014,HUI,"2,00","7,90","0,00","0,25",,,EU,KPIZZZ
2014-12-09,2014,HUI,"1,90","7,90","-0,10","0,00",,,EU,KPIZZZ
1994-01-01,1995,HUI,"1,80","7,50","3,00",,,,OPEN,KPIZZZ
1994-05-01,1995,HUI,"2,20","7,30","3,00",,,,OPEN,KPIZZZ
1994-09-01,1995,HUI,"2,60","7,50","3,00",,,,OPEN,KPIZZZ
1994-11-01,1995,HUI,"2,30","7,50","3,00",,,,OPEN,KPIZZZ
1995-02-01,1996,HUI,"2,80","6,80","3,80",,,,OPEN,KPIZZZ
1995-06-01,1996,HUI,"3,00","6,90","3,00",,,,OPEN,KPIZZZ
1995-09-01,1996,HUI,"3,10","6,80","2,90",,,,OPEN,KPIZZZ
1995-12-01,1996,HUI,"2,80","6,80","2,80",,,,OPEN,KPIZZZ
1996-01-01,1997,HUI,"1,60","7,70","2,50",,,,OPEN,KPIZZZ
1996-06-01,1997,HUI,"1,00","7,70","2,20",,,,OPEN,KPIZZZ
1996-09-01,1997,HUI,"1,80","7,70","1,90",,,,OPEN,KPIZZZ
1996-12-01,1997,HUI,"1,80","7,60","1,00",,,,OPEN,KPIZZZ
1997-03-01,1998,HUI,"3,10","7,20","2,20",,,,OPEN,KPIZZZ
1997-06-01,1998,HUI,"3,00","7,80","1,50",,,,OPEN,KPIZZZ
1997-09-01,1998,HUI,"3,30","7,70","1,80",,,,OPEN,KPIZZZ
1997-12-01,1998,HUI,"3,30","7,30","1,80",,,,OPEN,KPIZZZ
1998-03-01,1999,HUI,"2,50","6,50","1,50",,,,OPEN,KPIZZZ
1998-06-01,1999,HUI,"2,80","6,00","1,00",,,,OPEN,KPIZZZ
1998-09-01,1999,HUI,"2,80","6,00","1,00",,,,OPEN,KPIZZZ
1998-12-01,1999,HUI,"2,20","6,30","0,50",,,,OPEN,KPIZZZ
1999-03-01,2000,HUI,"2,00","6,50","1,00",,,,OPEN,KPIZZZ
1999-06-01,2000,HUI,"2,80","5,00","1,00",,,,OPEN,KPIZZZ
